"Sex","Age","Year","Principal","Low","High"
"F",29,2003,36.00911238,36.00911238,36.00911238
"F",30,2003,39.17919055,39.17919055,39.17919055
"F",31,2003,42.43650842,42.43650842,42.43650842
"F",32,2003,45.87986338,45.87986338,45.87986338
"F",33,2003,49.62927812,49.62927812,49.62927812
"F",34,2003,53.83847574,53.83847574,53.83847574
"F",35,2003,58.68240349,58.68240349,58.68240349
"F",36,2003,64.25911755,64.25911755,64.25911755
"F",37,2003,70.50003483,70.50003483,70.50003483
"F",38,2003,77.32015441,77.32015441,77.32015441
"F",39,2003,84.61974908,84.61974908,84.61974908
"F",40,2003,92.47402322,92.47402322,92.47402322
"F",41,2003,100.7982705,100.7982705,100.7982705
"F",42,2003,109.5426799,109.5426799,109.5426799
"F",43,2003,118.9678565,118.9678565,118.9678565
"F",44,2003,129.2962504,129.2962504,129.2962504
"F",45,2003,140.8996011,140.8996011,140.8996011
"F",46,2003,154.078661,154.078661,154.078661
"F",47,2003,168.9539959,168.9539959,168.9539959
"F",48,2003,185.5239843,185.5239843,185.5239843
"F",49,2003,203.8610811,203.8610811,203.8610811
"F",50,2003,223.8568968,223.8568968,223.8568968
"F",51,2003,244.5600286,244.5600286,244.5600286
"F",52,2003,267.1801078,267.1801078,267.1801078
"F",53,2003,293.0393184,293.0393184,293.0393184
"F",54,2003,322.1320084,322.1320084,322.1320084
"F",55,2003,354.3922468,354.3922468,354.3922468
"F",56,2003,388.7838439,388.7838439,388.7838439
"F",57,2003,425.424388,425.424388,425.424388
"F",58,2003,464.7445988,464.7445988,464.7445988
"F",59,2003,506.5661753,506.5661753,506.5661753
"F",60,2003,551.1441162,551.1441162,551.1441162
"F",61,2003,598.8812059,598.8812059,598.8812059
"F",62,2003,650.5357363,650.5357363,650.5357363
"F",63,2003,707.0402588,707.0402588,707.0402588
"F",64,2003,769.634356,769.634356,769.634356
"F",65,2003,840.2391063,840.2391063,840.2391063
"F",66,2003,920.5160305,920.5160305,920.5160305
"F",67,2003,1011.914761,1011.914761,1011.914761
"F",68,2003,1115.5991,1115.5991,1115.5991
"F",69,2003,1233.345217,1233.345217,1233.345217
"F",70,2003,1364.578679,1364.578679,1364.578679
"F",71,2003,1510.981263,1510.981263,1510.981263
"F",72,2003,1677.157903,1677.157903,1677.157903
"F",73,2003,1865.070679,1865.070679,1865.070679
"F",74,2003,2077.696365,2077.696365,2077.696365
"F",75,2003,2321.17806,2321.17806,2321.17806
"F",76,2003,2603.533649,2603.533649,2603.533649
"F",77,2003,2933.950824,2933.950824,2933.950824
"F",78,2003,3318.53388,3318.53388,3318.53388
"F",79,2003,3764.46405,3764.46405,3764.46405
"F",80,2003,4279.925419,4279.925419,4279.925419
"F",81,2003,4867.433133,4867.433133,4867.433133
"F",82,2003,5534.088008,5534.088008,5534.088008
"F",83,2003,6293.704415,6293.704415,6293.704415
"F",84,2003,7156.548457,7156.548457,7156.548457
"F",85,2003,8129.545815,8129.545815,8129.545815
"F",86,2003,9218.556668,9218.556668,9218.556668
"F",87,2003,10430.16177,10430.16177,10430.16177
"F",88,2003,11769.54711,11769.54711,11769.54711
"F",89,2003,13240.55889,13240.55889,13240.55889
"F",90,2003,14841.04188,14841.04188,14841.04188
"F",91,2003,16571.96465,16571.96465,16571.96465
"F",92,2003,18437.83319,18437.83319,18437.83319
"F",93,2003,20426.18822,20426.18822,20426.18822
"F",94,2003,22513.16464,22513.16464,22513.16464
"F",95,2003,24666.98308,24666.98308,24666.98308
"F",96,2003,26854.42363,26854.42363,26854.42363
"F",97,2003,29077.28485,29077.28485,29077.28485
"F",98,2003,31353.55675,31353.55675,31353.55675
"F",99,2003,33700.88611,33700.88611,33700.88611
"F",100,2003,36155.75554,36155.75554,36155.75554
"F",101,2003,38737.55446,38737.55446,38737.55446
"F",102,2003,42312.00616,42312.00616,42312.00616
"F",103,2003,46144.80588,46144.80588,46144.80588
"F",104,2003,49319.8399,49319.8399,49319.8399
"F",105,2003,52511.06399,52511.06399,52511.06399
"F",106,2003,55672.63693,55672.63693,55672.63693
"F",107,2003,58788.89786,58788.89786,58788.89786
"F",108,2003,61868.95413,61868.95413,61868.95413
"F",109,2003,64892.2272,64892.2272,64892.2272
"F",110,2003,67840.13655,67840.13655,67840.13655
"F",111,2003,70696.55234,70696.55234,70696.55234
"F",112,2003,73447.04918,73447.04918,73447.04918
"F",113,2003,76079.63968,76079.63968,76079.63968
"F",114,2003,78584.87951,78584.87951,78584.87951
"F",115,2003,80955.86854,80955.86854,80955.86854
"F",116,2003,83188.16072,83188.16072,83188.16072
"F",117,2003,85279.59929,85279.59929,85279.59929
"F",118,2003,87230.09606,87230.09606,87230.09606
"F",119,2003,89041.37383,89041.37383,89041.37383
"F",120,2003,90716.68971,90716.68971,90716.68971
"F",121,2003,92260.55466,92260.55466,92260.55466
"F",122,2003,93678.46182,93678.46182,93678.46182
"F",123,2003,94976.63302,94976.63302,94976.63302
"F",124,2003,96161.78977,96161.78977,96161.78977
"F",125,2003,1e+05,1e+05,1e+05
"M",-1,2003,390.3322937,390.3322937,390.3322937
"M",0,2003,85.04295566,85.04295566,85.04295566
"M",1,2003,25.26947395,25.26947395,25.26947395
"M",2,2003,15.63529945,15.63529945,15.63529945
"M",3,2003,12.0142281,12.0142281,12.0142281
"M",4,2003,10.47386432,10.47386432,10.47386432
"M",5,2003,9.509726425,9.509726425,9.509726425
"M",6,2003,8.645943266,8.645943266,8.645943266
"M",7,2003,7.925664317,7.925664317,7.925664317
"M",8,2003,7.390083717,7.390083717,7.390083717
"M",9,2003,7.207318195,7.207318195,7.207318195
"M",10,2003,7.612204841,7.612204841,7.612204841
"M",11,2003,8.687634431,8.687634431,8.687634431
"M",12,2003,10.48808645,10.48808645,10.48808645
"M",13,2003,13.14643407,13.14643407,13.14643407
"M",14,2003,16.82089945,16.82089945,16.82089945
"M",15,2003,21.63230624,21.63230624,21.63230624
"M",16,2003,27.46977856,27.46977856,27.46977856
"M",17,2003,34.03967649,34.03967649,34.03967649
"M",18,2003,40.71627975,40.71627975,40.71627975
"M",19,2003,46.42494145,46.42494145,46.42494145
"M",20,2003,50.20816844,50.20816844,50.20816844
"M",21,2003,51.95606036,51.95606036,51.95606036
"M",22,2003,52.33822728,52.33822728,52.33822728
"M",23,2003,52.23708328,52.23708328,52.23708328
"M",24,2003,52.48871189,52.48871189,52.48871189
"M",25,2003,53.69309144,53.69309144,53.69309144
"M",26,2003,56.03827177,56.03827177,56.03827177
"M",27,2003,59.41805134,59.41805134,59.41805134
"M",28,2003,63.61605845,63.61605845,63.61605845
"M",29,2003,68.28603563,68.28603563,68.28603563
"M",30,2003,73.17618223,73.17618223,73.17618223
"M",31,2003,78.25668046,78.25668046,78.25668046
"M",32,2003,83.66319813,83.66319813,83.66319813
"M",33,2003,89.66312309,89.66312309,89.66312309
"M",34,2003,96.57712126,96.57712126,96.57712126
"M",35,2003,104.5457356,104.5457356,104.5457356
"M",36,2003,113.5318919,113.5318919,113.5318919
"M",37,2003,123.4781284,123.4781284,123.4781284
"M",38,2003,134.109956,134.109956,134.109956
"M",39,2003,145.2095036,145.2095036,145.2095036
"M",40,2003,156.6968462,156.6968462,156.6968462
"M",41,2003,168.5935558,168.5935558,168.5935558
"M",42,2003,180.9944302,180.9944302,180.9944302
"M",43,2003,193.9558642,193.9558642,193.9558642
"M",44,2003,207.5439076,207.5439076,207.5439076
"M",45,2003,221.9790489,221.9790489,221.9790489
"M",46,2003,237.7101981,237.7101981,237.7101981
"M",47,2003,255.1312523,255.1312523,255.1312523
"M",48,2003,274.8165637,274.8165637,274.8165637
"M",49,2003,297.3280503,297.3280503,297.3280503
"M",50,2003,323.4693491,323.4693491,323.4693491
"M",51,2003,353.8685115,353.8685115,353.8685115
"M",52,2003,388.1341158,388.1341158,388.1341158
"M",53,2003,426.3563741,426.3563741,426.3563741
"M",54,2003,469.1352802,469.1352802,469.1352802
"M",55,2003,516.4777068,516.4777068,516.4777068
"M",56,2003,568.2795468,568.2795468,568.2795468
"M",57,2003,624.9200953,624.9200953,624.9200953
"M",58,2003,686.1874556,686.1874556,686.1874556
"M",59,2003,751.2792917,751.2792917,751.2792917
"M",60,2003,819.7182946,819.7182946,819.7182946
"M",61,2003,891.8012202,891.8012202,891.8012202
"M",62,2003,968.7558223,968.7558223,968.7558223
"M",63,2003,1052.238715,1052.238715,1052.238715
"M",64,2003,1144.329646,1144.329646,1144.329646
"M",65,2003,1248.352885,1248.352885,1248.352885
"M",66,2003,1368.483248,1368.483248,1368.483248
"M",67,2003,1507.457527,1507.457527,1507.457527
"M",68,2003,1665.809756,1665.809756,1665.809756
"M",69,2003,1843.898999,1843.898999,1843.898999
"M",70,2003,2042.513554,2042.513554,2042.513554
"M",71,2003,2261.035289,2261.035289,2261.035289
"M",72,2003,2499.110739,2499.110739,2499.110739
"M",73,2003,2758.529534,2758.529534,2758.529534
"M",74,2003,3042.926345,3042.926345,3042.926345
"M",75,2003,3361.8965,3361.8965,3361.8965
"M",76,2003,3728.893803,3728.893803,3728.893803
"M",77,2003,4150.606975,4150.606975,4150.606975
"M",78,2003,4633.396185,4633.396185,4633.396185
"M",79,2003,5188.356766,5188.356766,5188.356766
"M",80,2003,5826.712191,5826.712191,5826.712191
"M",81,2003,6557.44824,6557.44824,6557.44824
"M",82,2003,7386.933595,7386.933595,7386.933595
"M",83,2003,8316.149932,8316.149932,8316.149932
"M",84,2003,9348.326011,9348.326011,9348.326011
"M",85,2003,10497.14542,10497.14542,10497.14542
"M",86,2003,11757.15597,11757.15597,11757.15597
"M",87,2003,13128.44707,13128.44707,13128.44707
"M",88,2003,14612.28393,14612.28393,14612.28393
"M",89,2003,16203.08019,16203.08019,16203.08019
"M",90,2003,17906.94168,17906.94168,17906.94168
"M",91,2003,19719.3113,19719.3113,19719.3113
"M",92,2003,21641.71956,21641.71956,21641.71956
"M",93,2003,23688.69297,23688.69297,23688.69297
"M",94,2003,25867.82808,25867.82808,25867.82808
"M",95,2003,28181.4926,28181.4926,28181.4926
"M",96,2003,30624.2088,30624.2088,30624.2088
"M",97,2003,33250.16654,33250.16654,33250.16654
"M",98,2003,36002.57991,36002.57991,36002.57991
"M",99,2003,38785.35328,38785.35328,38785.35328
"M",100,2003,41632.31582,41632.31582,41632.31582
"M",101,2003,44539.77073,44539.77073,44539.77073
"M",102,2003,47485.75477,47485.75477,47485.75477
"M",103,2003,50449.61413,50449.61413,50449.61413
"M",104,2003,53413.11586,53413.11586,53413.11586
"M",105,2003,56363.03823,56363.03823,56363.03823
"M",106,2003,59285.26962,59285.26962,59285.26962
"M",107,2003,62165.95876,62165.95876,62165.95876
"M",108,2003,64990.36502,64990.36502,64990.36502
"M",109,2003,67742.58048,67742.58048,67742.58048
"M",110,2003,70408.86392,70408.86392,70408.86392
"M",111,2003,72977.89368,72977.89368,72977.89368
"M",112,2003,75439.8226,75439.8226,75439.8226
"M",113,2003,77786.87636,77786.87636,77786.87636
"M",114,2003,80013.34439,80013.34439,80013.34439
"M",115,2003,82115.50461,82115.50461,82115.50461
"M",116,2003,84091.49384,84091.49384,84091.49384
"M",117,2003,85941.13728,85941.13728,85941.13728
"M",118,2003,87665.75024,87665.75024,87665.75024
"M",119,2003,89267.92485,89267.92485,89267.92485
"M",120,2003,90751.31259,90751.31259,90751.31259
"M",121,2003,92120.41201,92120.41201,92120.41201
"M",122,2003,93380.36835,93380.36835,93380.36835
"M",123,2003,94536.79023,94536.79023,94536.79023
"M",124,2003,95595.58654,95595.58654,95595.58654
"M",125,2003,1e+05,1e+05,1e+05
"F",-1,2004,317.1616704,317.1616704,317.1616704
"F",0,2004,70.13075757,70.13075757,70.13075757
"F",1,2004,22.46946986,22.46946986,22.46946986
"F",2,2004,14.27163763,14.27163763,14.27163763
"F",3,2004,10.91342159,10.91342159,10.91342159
"F",4,2004,9.369557213,9.369557213,9.369557213
"F",5,2004,8.416331528,8.416331528,8.416331528
"F",6,2004,7.678819171,7.678819171,7.678819171
"F",7,2004,7.151681525,7.151681525,7.151681525
"F",8,2004,6.834082137,6.834082137,6.834082137
"F",9,2004,6.78221967,6.78221967,6.78221967
"F",10,2004,7.049109912,7.049109912,7.049109912
"F",11,2004,7.683026355,7.683026355,7.683026355
"F",12,2004,8.796654709,8.796654709,8.796654709
"F",13,2004,10.34925731,10.34925731,10.34925731
"F",14,2004,12.21188075,12.21188075,12.21188075
"F",15,2004,14.16027555,14.16027555,14.16027555
"F",16,2004,16.04065636,16.04065636,16.04065636
"F",17,2004,17.90059385,17.90059385,17.90059385
"F",18,2004,19.80493022,19.80493022,19.80493022
"F",19,2004,21.4444666,21.4444666,21.4444666
"F",20,2004,22.40739508,22.40739508,22.40739508
"F",21,2004,22.85704164,22.85704164,22.85704164
"F",22,2004,23.14253628,23.14253628,23.14253628
"F",23,2004,23.48102386,23.48102386,23.48102386
"F",24,2004,24.24228817,24.24228817,24.24228817
"F",25,2004,25.65939719,25.65939719,25.65939719
"F",26,2004,27.63505641,27.63505641,27.63505641
"F",27,2004,30.09553222,30.09553222,30.09553222
"F",28,2004,32.9334548,32.9334548,32.9334548
"F",29,2004,36.00911238,36.00911238,36.00911238
"F",30,2004,39.17919055,39.17919055,39.17919055
"F",31,2004,42.43650842,42.43650842,42.43650842
"F",32,2004,45.87986338,45.87986338,45.87986338
"F",33,2004,49.62927812,49.62927812,49.62927812
"F",34,2004,53.83847574,53.83847574,53.83847574
"F",35,2004,58.68240349,58.68240349,58.68240349
"F",36,2004,64.25911755,64.25911755,64.25911755
"F",37,2004,70.50003483,70.50003483,70.50003483
"F",38,2004,77.32015441,77.32015441,77.32015441
"F",39,2004,84.61974908,84.61974908,84.61974908
"F",40,2004,92.47402322,92.47402322,92.47402322
"F",41,2004,100.7982705,100.7982705,100.7982705
"F",42,2004,109.5426799,109.5426799,109.5426799
"F",43,2004,118.9678565,118.9678565,118.9678565
"F",44,2004,129.2962504,129.2962504,129.2962504
"F",45,2004,140.8996011,140.8996011,140.8996011
"F",46,2004,154.078661,154.078661,154.078661
"F",47,2004,168.9539959,168.9539959,168.9539959
"F",48,2004,185.5239843,185.5239843,185.5239843
"F",49,2004,203.8610811,203.8610811,203.8610811
"F",50,2004,223.8568968,223.8568968,223.8568968
"F",51,2004,244.5600286,244.5600286,244.5600286
"F",52,2004,267.1801078,267.1801078,267.1801078
"F",53,2004,293.0393184,293.0393184,293.0393184
"F",54,2004,322.1320084,322.1320084,322.1320084
"F",55,2004,354.3922468,354.3922468,354.3922468
"F",56,2004,388.7838439,388.7838439,388.7838439
"F",57,2004,425.424388,425.424388,425.424388
"F",58,2004,464.7445988,464.7445988,464.7445988
"F",59,2004,506.5661753,506.5661753,506.5661753
"F",60,2004,551.1441162,551.1441162,551.1441162
"F",61,2004,598.8812059,598.8812059,598.8812059
"F",62,2004,650.5357363,650.5357363,650.5357363
"F",63,2004,707.0402588,707.0402588,707.0402588
"F",64,2004,769.634356,769.634356,769.634356
"F",65,2004,840.2391063,840.2391063,840.2391063
"F",66,2004,920.5160305,920.5160305,920.5160305
"F",67,2004,1011.914761,1011.914761,1011.914761
"F",68,2004,1115.5991,1115.5991,1115.5991
"F",69,2004,1233.345217,1233.345217,1233.345217
"F",70,2004,1364.578679,1364.578679,1364.578679
"F",71,2004,1510.981263,1510.981263,1510.981263
"F",72,2004,1677.157903,1677.157903,1677.157903
"F",73,2004,1865.070679,1865.070679,1865.070679
"F",74,2004,2077.696365,2077.696365,2077.696365
"F",75,2004,2321.17806,2321.17806,2321.17806
"F",76,2004,2603.533649,2603.533649,2603.533649
"F",77,2004,2933.950824,2933.950824,2933.950824
"F",78,2004,3318.53388,3318.53388,3318.53388
"F",79,2004,3764.46405,3764.46405,3764.46405
"F",80,2004,4279.925419,4279.925419,4279.925419
"F",81,2004,4867.433133,4867.433133,4867.433133
"F",82,2004,5534.088008,5534.088008,5534.088008
"F",83,2004,6293.704415,6293.704415,6293.704415
"F",84,2004,7156.548457,7156.548457,7156.548457
"F",85,2004,8129.545815,8129.545815,8129.545815
"F",86,2004,9218.556668,9218.556668,9218.556668
"F",87,2004,10430.16177,10430.16177,10430.16177
"F",88,2004,11769.54711,11769.54711,11769.54711
"F",89,2004,13240.55889,13240.55889,13240.55889
"F",90,2004,14841.04188,14841.04188,14841.04188
"F",91,2004,16571.96465,16571.96465,16571.96465
"F",92,2004,18437.83319,18437.83319,18437.83319
"F",93,2004,20426.18822,20426.18822,20426.18822
"F",94,2004,22513.16464,22513.16464,22513.16464
"F",95,2004,24666.98308,24666.98308,24666.98308
"F",96,2004,26854.42363,26854.42363,26854.42363
"F",97,2004,29077.28485,29077.28485,29077.28485
"F",98,2004,31353.55675,31353.55675,31353.55675
"F",99,2004,33700.88611,33700.88611,33700.88611
"F",100,2004,36155.75554,36155.75554,36155.75554
"F",101,2004,38737.55446,38737.55446,38737.55446
"F",102,2004,42312.00616,42312.00616,42312.00616
"F",103,2004,46144.80588,46144.80588,46144.80588
"F",104,2004,49319.8399,49319.8399,49319.8399
"F",105,2004,52511.06399,52511.06399,52511.06399
"F",106,2004,55672.63693,55672.63693,55672.63693
"F",107,2004,58788.89786,58788.89786,58788.89786
"F",108,2004,61868.95413,61868.95413,61868.95413
"F",109,2004,64892.2272,64892.2272,64892.2272
"F",110,2004,67840.13655,67840.13655,67840.13655
"F",111,2004,70696.55234,70696.55234,70696.55234
"F",112,2004,73447.04918,73447.04918,73447.04918
"F",113,2004,76079.63968,76079.63968,76079.63968
"F",114,2004,78584.87951,78584.87951,78584.87951
"F",115,2004,80955.86854,80955.86854,80955.86854
"F",116,2004,83188.16072,83188.16072,83188.16072
"F",117,2004,85279.59929,85279.59929,85279.59929
"F",118,2004,87230.09606,87230.09606,87230.09606
"F",119,2004,89041.37383,89041.37383,89041.37383
"F",120,2004,90716.68971,90716.68971,90716.68971
"F",121,2004,92260.55466,92260.55466,92260.55466
"F",122,2004,93678.46182,93678.46182,93678.46182
"F",123,2004,94976.63302,94976.63302,94976.63302
"F",124,2004,96161.78977,96161.78977,96161.78977
"F",125,2004,1e+05,1e+05,1e+05
"M",-1,2004,390.3322937,390.3322937,390.3322937
"M",0,2004,85.04295566,85.04295566,85.04295566
"M",1,2004,25.26947395,25.26947395,25.26947395
"M",2,2004,15.63529945,15.63529945,15.63529945
"M",3,2004,12.0142281,12.0142281,12.0142281
"M",4,2004,10.47386432,10.47386432,10.47386432
"M",5,2004,9.509726425,9.509726425,9.509726425
"M",6,2004,8.645943266,8.645943266,8.645943266
"M",7,2004,7.925664317,7.925664317,7.925664317
"M",8,2004,7.390083717,7.390083717,7.390083717
"M",9,2004,7.207318195,7.207318195,7.207318195
"M",10,2004,7.612204841,7.612204841,7.612204841
"M",11,2004,8.687634431,8.687634431,8.687634431
"M",12,2004,10.48808645,10.48808645,10.48808645
"M",13,2004,13.14643407,13.14643407,13.14643407
"M",14,2004,16.82089945,16.82089945,16.82089945
"M",15,2004,21.63230624,21.63230624,21.63230624
"M",16,2004,27.46977856,27.46977856,27.46977856
"M",17,2004,34.03967649,34.03967649,34.03967649
"M",18,2004,40.71627975,40.71627975,40.71627975
"M",19,2004,46.42494145,46.42494145,46.42494145
"M",20,2004,50.20816844,50.20816844,50.20816844
"M",21,2004,51.95606036,51.95606036,51.95606036
"M",22,2004,52.33822728,52.33822728,52.33822728
"M",23,2004,52.23708328,52.23708328,52.23708328
"M",24,2004,52.48871189,52.48871189,52.48871189
"M",25,2004,53.69309144,53.69309144,53.69309144
"M",26,2004,56.03827177,56.03827177,56.03827177
"M",27,2004,59.41805134,59.41805134,59.41805134
"M",28,2004,63.61605845,63.61605845,63.61605845
"M",29,2004,68.28603563,68.28603563,68.28603563
"M",30,2004,73.17618223,73.17618223,73.17618223
"M",31,2004,78.25668046,78.25668046,78.25668046
"M",32,2004,83.66319813,83.66319813,83.66319813
"M",33,2004,89.66312309,89.66312309,89.66312309
"M",34,2004,96.57712126,96.57712126,96.57712126
"M",35,2004,104.5457356,104.5457356,104.5457356
"M",36,2004,113.5318919,113.5318919,113.5318919
"M",37,2004,123.4781284,123.4781284,123.4781284
"M",38,2004,134.109956,134.109956,134.109956
"M",39,2004,145.2095036,145.2095036,145.2095036
"M",40,2004,156.6968462,156.6968462,156.6968462
"M",41,2004,168.5935558,168.5935558,168.5935558
"M",42,2004,180.9944302,180.9944302,180.9944302
"M",43,2004,193.9558642,193.9558642,193.9558642
"M",44,2004,207.5439076,207.5439076,207.5439076
"M",45,2004,221.9790489,221.9790489,221.9790489
"M",46,2004,237.7101981,237.7101981,237.7101981
"M",47,2004,255.1312523,255.1312523,255.1312523
"M",48,2004,274.8165637,274.8165637,274.8165637
"M",49,2004,297.3280503,297.3280503,297.3280503
"M",50,2004,323.4693491,323.4693491,323.4693491
"M",51,2004,353.8685115,353.8685115,353.8685115
"M",52,2004,388.1341158,388.1341158,388.1341158
