"GSS.Code","Sex","Age","Year","Births"
"E06000024","F",32,2013,152.204
"E06000024","F",33,2013,153.049
"E06000024","F",34,2013,129.224
"E06000024","F",35,2013,104.99
"E06000024","F",36,2013,92.773
"E06000024","F",37,2013,80.561
"E06000024","F",38,2013,65.218
"E06000024","F",39,2013,51.319
"E06000024","F",40,2013,39.291
"E06000024","F",41,2013,29.299
"E06000024","F",42,2013,15.906
"E06000024","F",43,2013,11.98
"E06000024","F",44,2013,4.281
"E06000025","F",15,2013,2.434
"E06000025","F",16,2013,7.378
"E06000025","F",17,2013,19.99
"E06000025","F",18,2013,32.54
"E06000025","F",19,2013,47.091
"E06000025","F",20,2013,71.418
"E06000025","F",21,2013,70.065
"E06000025","F",22,2013,81.399
"E06000025","F",23,2013,96.524
"E06000025","F",24,2013,128.215
"E06000025","F",25,2013,148.337
"E06000025","F",26,2013,156.065
"E06000025","F",27,2013,179.758
"E06000025","F",28,2013,190.078
"E06000025","F",29,2013,213.698
"E06000025","F",30,2013,216.686
"E06000025","F",31,2013,233.519
"E06000025","F",32,2013,219.335
"E06000025","F",33,2013,189.245
"E06000025","F",34,2013,173.503
"E06000025","F",35,2013,155.387
"E06000025","F",36,2013,124.257
"E06000025","F",37,2013,97.262
"E06000025","F",38,2013,77.855
"E06000025","F",39,2013,59.18
"E06000025","F",40,2013,46.242
"E06000025","F",41,2013,30.687
"E06000025","F",42,2013,23.806
"E06000025","F",43,2013,7.213
"E06000025","F",44,2013,5.848
"E06000026","F",15,2013,5.653
"E06000026","F",16,2013,14.379
"E06000026","F",17,2013,33.754
"E06000026","F",18,2013,61.444
"E06000026","F",19,2013,77.892
"E06000026","F",20,2013,120.65
"E06000026","F",21,2013,135.765
"E06000026","F",22,2013,156.151
"E06000026","F",23,2013,174.579
"E06000026","F",24,2013,161.937
"E06000026","F",25,2013,181.679
"E06000026","F",26,2013,191.271
"E06000026","F",27,2013,204.529
"E06000026","F",28,2013,206.617
"E06000026","F",29,2013,205.878
"E06000026","F",30,2013,207.319
"E06000026","F",31,2013,198.059
"E06000026","F",32,2013,180.493
"E06000026","F",33,2013,168.464
"E06000026","F",34,2013,131.946
"E06000026","F",35,2013,106.453
"E06000026","F",36,2013,88.997
"E06000026","F",37,2013,75.758
"E06000026","F",38,2013,65.153
"E06000026","F",39,2013,42.924
"E06000026","F",40,2013,37.641
"E06000026","F",41,2013,22.995
"E06000026","F",42,2013,17.262
"E06000026","F",43,2013,9.381
"E06000026","F",44,2013,2.563
"E06000027","F",15,2013,3.972
"E06000027","F",16,2013,7.44
"E06000027","F",17,2013,15.999
"E06000027","F",18,2013,30.2
"E06000027","F",19,2013,44.556
"E06000027","F",20,2013,43.849
"E06000027","F",21,2013,55.913
"E06000027","F",22,2013,56.619
"E06000027","F",23,2013,65.156
"E06000027","F",24,2013,68.018
"E06000027","F",25,2013,76.244
"E06000027","F",26,2013,80.949
"E06000027","F",27,2013,87.235
"E06000027","F",28,2013,87.545
